tempc,precipmm,humidity,windspeedkmph,visibility,pressure,cloudcover,heatindexC,dewpointC,windchillC,windgustkmph,uvindex,time_new,datetime,icon,desc,temp,templow,baro,wind,wd,hum,year,month,day
28,0.0,76,20,10,1008,41,31,23,28,29,1,5,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.0,74,21,10,1009,47,32,23,28,30,7,6,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
29,0.0,72,22,10,1009,44,33,23,29,30,7,7,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
29,0.0,70,23,10,1008,40,33,23,29,30,7,8,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
30,0.0,67,24,10,1008,37,34,23,30,31,7,9,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
30,0.0,67,26,10,1008,30,34,23,30,32,8,10,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
30,0.1,66,27,9,1007,23,34,23,30,33,7,11,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
30,0.1,65,28,9,1006,16,35,23,30,34,7,12,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
30,0.0,67,27,9,1006,18,34,23,30,33,6,13,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
29,0.1,70,27,9,1006,19,34,23,29,33,6,14,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
29,0.1,72,26,9,1006,20,33,23,29,32,6,15,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
29,0.1,74,25,9,1007,26,33,23,29,31,6,16,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.1,76,24,9,1007,32,32,23,28,31,6,17,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.1,78,23,9,1008,37,31,23,28,30,1,18,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.1,78,21,9,1008,32,31,23,28,29,1,19,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.0,78,20,10,1009,26,31,23,28,29,1,20,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
28,0.0,78,19,10,1009,21,31,23,28,28,1,21,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
27,0.0,78,19,10,1008,33,31,23,27,27,1,22,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
27,0.0,78,18,10,1008,45,31,23,27,27,1,23,2019-09-05,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,5
27,0.0,78,18,10,1007,57,30,23,27,26,1,0,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.0,79,19,10,1007,55,30,23,27,28,1,1,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.2,80,20,10,1007,53,30,23,27,30,1,2,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.2,82,21,10,1007,51,30,24,27,31,1,3,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.1,80,22,10,1007,51,31,24,27,32,1,4,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
28,0.0,78,23,10,1008,51,32,24,28,33,1,5,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
29,0.0,76,23,10,1008,50,33,24,29,33,7,6,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
29,0.0,73,24,10,1008,40,34,24,29,33,7,7,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
30,0.2,70,25,9,1008,30,35,24,30,33,7,8,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
31,0.3,67,26,9,1008,20,36,24,31,33,7,9,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
31,0.2,67,27,9,1007,16,36,24,31,35,7,10,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
31,0.1,66,29,10,1006,13,36,24,31,37,8,11,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
31,0.1,66,30,10,1005,10,36,24,31,38,8,12,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
30,0.1,68,30,10,1006,14,35,24,30,38,8,13,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
30,0.1,71,30,9,1006,19,35,24,30,38,6,14,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
29,0.1,73,31,9,1007,23,34,24,29,39,6,15,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
29,0.0,75,30,9,1007,33,33,24,29,38,6,16,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
28,0.0,77,29,10,1008,42,32,24,28,37,7,17,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
28,0.0,79,28,10,1008,52,31,24,28,36,1,18,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
28,0.0,80,26,10,1009,53,31,24,28,35,1,19,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.2,81,25,10,1009,54,31,24,27,34,1,20,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.2,82,24,10,1010,56,31,24,27,33,1,21,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.1,82,23,10,1009,59,31,24,27,33,1,22,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.0,82,23,10,1008,63,31,24,27,33,1,23,2019-09-06,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,6
27,0.0,83,22,10,1007,67,31,24,27,33,1,0,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.0,83,22,10,1007,67,31,24,27,33,1,1,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.2,83,22,10,1008,66,30,24,27,33,1,2,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.3,83,22,10,1008,66,30,24,27,32,1,3,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.2,81,23,10,1008,66,31,24,27,33,1,4,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.0,79,23,10,1008,67,32,24,28,34,1,5,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
29,0.0,77,24,10,1008,67,33,24,29,34,6,6,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
29,0.0,74,26,10,1008,58,34,24,29,35,6,7,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
30,0.3,72,27,10,1009,49,35,24,30,37,6,8,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
31,0.4,69,29,10,1009,40,36,24,31,38,7,9,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
31,0.2,68,30,10,1008,36,36,24,31,39,7,10,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
31,0.4,68,31,9,1007,33,36,24,31,40,7,11,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
31,0.5,68,32,9,1006,29,36,24,31,42,7,12,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
30,0.3,70,31,9,1007,40,35,24,30,42,7,13,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
30,0.4,73,30,10,1007,51,35,24,30,41,6,14,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
29,0.5,76,30,10,1008,62,34,24,29,41,6,15,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.3,78,28,10,1008,57,33,24,28,39,6,16,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.2,79,26,9,1008,53,32,24,28,37,6,17,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.3,80,24,9,1009,48,32,24,28,35,1,18,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.1,81,23,8,1009,42,32,24,28,33,1,19,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.9,81,21,8,1010,36,32,24,28,31,1,20,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,1.2,81,20,7,1010,30,32,24,28,30,1,21,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
28,0.6,81,20,8,1009,30,31,24,28,31,1,22,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.0,81,21,9,1008,30,31,24,27,32,1,23,2019-09-07,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,7
27,0.0,81,21,10,1008,31,31,24,27,33,1,0,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.0,82,21,10,1008,36,31,24,27,33,1,1,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.1,82,21,9,1008,41,31,24,27,32,1,2,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.1,83,21,9,1008,47,31,24,27,32,1,3,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
28,0.1,81,21,9,1008,45,32,24,28,31,1,4,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
28,0.0,79,21,10,1009,44,32,24,28,31,1,5,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
29,0.0,77,22,10,1009,42,33,24,29,31,7,6,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
29,0.0,74,23,10,1009,33,34,24,29,31,7,7,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
30,0.5,72,25,9,1009,23,35,24,30,32,6,8,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
31,0.6,70,26,9,1009,14,36,24,31,33,7,9,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
30,0.3,70,28,9,1008,15,36,24,30,35,7,10,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
30,0.6,70,29,9,1007,16,36,24,30,37,7,11,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
30,0.8,70,31,9,1007,17,36,24,30,39,7,12,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
30,0.4,72,31,9,1007,24,35,24,30,40,6,13,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
29,0.8,75,31,9,1007,30,34,24,29,42,6,14,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
29,1.1,77,31,9,1008,37,33,24,29,44,6,15,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
28,0.5,78,30,9,1008,46,33,24,28,43,6,16,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
28,0.3,80,28,10,1009,55,32,24,28,43,6,17,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
28,0.4,81,27,10,1009,64,31,24,28,42,1,18,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.2,82,25,10,1009,65,31,24,27,41,1,19,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.5,83,24,10,1009,66,31,24,27,40,1,20,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.6,84,23,10,1010,67,31,24,27,39,1,21,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.3,83,22,10,1009,54,31,24,27,37,1,22,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.0,83,22,10,1009,41,31,24,27,35,1,23,2019-09-08,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,8
27,0.0,83,22,10,1008,28,31,24,27,33,1,0,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.0,83,22,10,1008,30,31,24,27,33,1,1,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.6,83,22,9,1008,32,31,24,27,34,1,2,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.8,82,22,9,1008,34,31,24,27,34,1,3,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.4,82,21,9,1009,43,31,24,27,35,1,4,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.0,82,21,10,1009,52,31,24,27,36,1,5,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
28,0.0,82,21,10,1009,61,32,24,28,37,7,6,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
28,0.0,79,22,9,1009,60,33,24,28,38,7,7,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,1.7,77,23,8,1010,59,34,24,29,39,6,8,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,2.3,74,24,7,1010,58,35,24,29,40,6,9,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,1.1,74,24,8,1009,52,34,24,29,41,6,10,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,0.3,74,25,9,1008,47,34,24,29,41,6,11,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,0.4,74,26,10,1007,41,34,24,29,41,6,12,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
29,0.2,75,24,10,1008,50,33,24,29,37,6,13,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
28,0.6,77,23,10,1008,59,32,24,28,34,6,14,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
28,0.8,78,21,10,1009,68,31,23,28,30,6,15,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.4,79,19,10,1009,70,31,23,27,27,6,16,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.0,80,17,10,1009,72,31,24,27,24,6,17,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.0,82,15,10,1010,73,31,24,27,21,1,18,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
27,0.0,83,14,10,1010,82,30,24,27,20,1,19,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
26,0.2,84,13,10,1011,91,30,23,26,18,1,20,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
26,0.2,85,12,10,1011,100,29,23,26,17,1,21,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
26,0.1,85,13,10,1010,100,29,23,26,17,1,22,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
26,0.0,86,13,10,1009,100,29,23,26,17,1,23,2019-09-09,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,9
26,0.0,86,13,10,1009,100,29,23,26,18,1,0,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.0,86,14,10,1009,94,29,23,26,18,1,1,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.1,85,15,10,1009,89,29,23,26,19,1,2,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.1,85,15,10,1009,83,29,23,26,20,1,3,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.0,83,15,10,1009,74,30,23,27,21,1,4,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.0,81,16,10,1010,65,30,23,27,21,1,5,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.0,79,16,10,1011,56,31,23,27,22,7,6,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.0,77,17,10,1011,53,31,23,28,24,7,7,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.4,76,19,10,1011,50,32,23,28,25,6,8,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.5,75,20,10,1011,46,32,23,28,27,6,9,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.2,74,21,10,1010,50,32,23,28,28,6,10,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
29,0.0,74,21,10,1009,54,33,24,29,29,7,11,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
29,0.0,74,22,10,1009,58,33,24,29,30,7,12,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.0,75,21,10,1009,56,33,24,28,29,7,13,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.2,77,21,10,1009,53,32,24,28,28,6,14,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.3,79,20,10,1010,51,32,24,28,27,6,15,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
28,0.2,79,18,10,1010,46,31,24,28,24,6,16,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.1,80,16,9,1010,41,31,24,27,21,6,17,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.1,81,14,9,1011,36,31,24,27,18,1,18,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.0,82,13,9,1011,33,30,23,27,16,1,19,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
27,0.1,83,11,9,1011,31,30,23,27,15,1,20,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.1,84,10,9,1012,28,29,23,26,13,1,21,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.1,85,10,9,1011,29,29,23,26,12,1,22,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.0,85,10,10,1011,29,29,23,26,12,1,23,2019-09-10,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,10
26,0.0,86,10,10,1010,29,28,23,26,12,1,0,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
26,0.0,85,11,10,1010,35,28,23,26,14,1,1,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
26,0.6,85,12,10,1010,41,28,23,26,15,1,2,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
26,0.8,84,13,10,1010,47,28,23,26,17,1,3,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
26,0.4,83,13,10,1010,53,29,23,26,18,1,4,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
26,0.0,82,14,10,1011,58,29,23,26,19,1,5,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.0,82,15,10,1011,64,30,23,27,20,6,6,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.0,79,15,10,1011,60,31,23,27,19,6,7,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
28,0.1,76,15,10,1010,56,32,23,28,19,6,8,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,0.1,74,15,10,1010,53,33,24,29,18,6,9,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,0.0,73,15,10,1009,50,33,24,29,18,6,10,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,0.0,73,15,10,1008,47,34,24,29,18,7,11,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
30,0.0,72,14,10,1007,44,35,24,30,17,7,12,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,0.0,74,15,9,1007,58,34,24,29,18,7,13,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,1.3,76,15,8,1007,72,34,24,29,19,6,14,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
29,1.7,77,15,7,1008,86,33,24,29,19,6,15,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
28,0.8,79,14,8,1008,86,32,24,28,18,6,16,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
28,0.0,81,13,9,1009,86,32,24,28,17,6,17,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.0,83,12,10,1009,86,31,24,27,16,1,18,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.0,83,10,10,1009,76,31,24,27,14,1,19,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.5,83,8,10,1009,67,30,24,27,11,1,20,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.7,83,6,10,1009,57,30,24,27,9,1,21,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.4,84,6,8,1008,55,30,24,27,7,1,22,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.1,85,5,7,1008,53,30,24,27,6,1,23,2019-09-11,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,11
27,0.1,86,4,5,1007,51,30,24,27,5,1,0,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,85,4,6,1007,51,30,24,26,6,1,1,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.2,85,5,8,1007,50,30,24,26,6,1,2,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.2,85,5,9,1007,50,29,24,26,6,1,3,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.1,86,6,9,1007,60,29,24,26,7,1,4,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,86,6,10,1007,70,29,24,26,8,1,5,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,87,6,10,1007,80,29,24,26,8,6,6,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,87,7,9,1007,73,29,24,26,9,6,7,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,1.1,87,7,8,1007,66,29,24,26,9,6,8,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,1.5,88,8,7,1007,60,30,24,26,9,6,9,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.8,87,9,8,1006,60,30,24,26,10,6,10,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,87,10,9,1005,61,30,24,26,11,7,11,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,87,10,10,1004,61,30,24,26,12,7,12,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.0,86,10,10,1004,63,30,24,26,13,7,13,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
26,0.7,85,10,9,1005,66,29,23,26,13,6,14,2019-09-12,17.0,Overcast.,26.0,24.0,1016.0,1.0,160.0,73.0,2019,9,12
